FID,SRC_AGENCY,FIRE_ID,FIRENAME,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,ATTK_DATE,OUT_DATE,DECADE,SIZE_HA,CAUSE,PROTZONE,FIRE_TYPE,MORE_INFO,CFS_REF_ID,CFS_NOTE1,CFS_NOTE2,ACQ_DATE,SRC_AGY2,ECOZONE,ECOZ_REF,ECOZ_NAME,ECOZ_NOM
328420,QC,20191080116, ,52.57,-76.52,2019,7,1,7/1/2019 0:00,,7/22/2019 0:00,2010-2019,408.500000000000000,L,nordique, , ,QC-2019-20191080116, , ,6/15/2020 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328421,QC,20191080117, ,52.57,-76.54,2019,7,1,7/1/2019 0:00,,7/8/2019 0:00,2010-2019,34.500000000000000,L,nordique, , ,QC-2019-20191080117, , ,6/15/2020 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328422,QC,20191080118, ,50.93,-78.05,2019,7,1,7/1/2019 0:00,,7/22/2019 0:00,2010-2019,141.900000000000010,L,nordique, , ,QC-2019-20191080118, , ,6/15/2020 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328423,QC,20181080277, ,52.62,-76.70,2018,6,28,6/28/2018 0:00,7/21/2018 0:00,8/2/2018 0:00,2010-2019,3096.000000000000000,L,Nordique, , ,QC-2018-20181080277, , ,5/1/2019 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328424,QC,20181080304, ,51.13,-77.98,2018,6,28,6/28/2018 0:00,7/27/2018 0:00,7/27/2018 0:00,2010-2019,3006.400000000000100,L,Nordique, , ,QC-2018-20181080304, , ,5/1/2019 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328425,QC,20181080308, ,51.61,-77.96,2018,6,28,6/28/2018 0:00,7/27/2018 0:00,7/27/2018 0:00,2010-2019,1234.500000000000000,L,Nordique, , ,QC-2018-20181080308, , ,5/1/2019 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328426,QC,20181080310, ,51.53,-78.14,2018,6,28,6/28/2018 0:00,7/27/2018 0:00,7/27/2018 0:00,2010-2019,1142.500000000000000,L,Nordique, , ,QC-2018-20181080310, , ,5/1/2019 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328427,QC,20181080357, ,52.80,-77.33,2018,7,5,7/5/2018 0:00,7/6/2018 0:00,7/8/2018 0:00,2010-2019,6.300000000000000,L,Nordique, , ,QC-2018-20181080357, , ,5/1/2019 0:00,QC,15,5b,Taiga Shield East,Taiga du Bouclier
328428,QC,20181080359, ,51.90,-76.65,2018,7,5,7/5/2018 0:00,7/12/2018 0:00,7/12/2018 0:00,2010-2019,81.099999999999994,L,Nordique, , ,QC-2018-20181080359, , ,5/1/2019 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328429,QC,20181080360, ,52.66,-77.51,2018,7,5,7/5/2018 0:00,7/12/2018 0:00,7/11/2018 0:00,2010-2019,0.5,L,Nordique, , ,QC-2018-20181080360, , ,5/1/2019 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328430,QC,20181080374, ,52.01,-76.57,2018,7,5,7/5/2018 0:00,7/23/2018 0:00,7/23/2018 0:00,2010-2019,25.500000000000000,L,Nordique, , ,QC-2018-20181080374, , ,5/1/2019 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328431,QC,20181080408, ,50.46,-79.06,2018,7,8,7/8/2018 0:00,9/1/2018 0:00,9/1/2018 0:00,2010-2019,5608.899999999999600,L,Nordique, , ,QC-2018-20181080408, , ,5/1/2019 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328432,QC,20181080421, ,51.77,-78.13,2018,7,11,7/11/2018 0:00,7/27/2018 0:00,7/27/2018 0:00,2010-2019,60.600000000000001,L,Nordique, , ,QC-2018-20181080421, , ,5/1/2019 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328433,QC,20181080424, ,52.03,-77.03,2018,7,8,7/8/2018 0:00,9/1/2018 0:00,9/1/2018 0:00,2010-2019,1675.000000000000000,L,Nordique, , ,QC-2018-20181080424, , ,5/1/2019 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328434,QC,20181080451, ,50.17,-79.52,2018,7,15,7/15/2018 0:00,,7/17/2018 0:00,2010-2019,0.3,L,Intensive, , ,QC-2018-20181080451, , ,5/1/2019 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328435,QC,20181080517, ,51.97,-76.24,2018,7,30,7/30/2018 0:00,8/12/2018 0:00,8/12/2018 0:00,2010-2019,0.7,L,Nordique, , ,QC-2018-20181080517, , ,5/1/2019 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328436,QC,2017-68, ,52.27,-76.40,2017,6,5,6/5/2017 0:00,6/15/2017 0:00,6/15/2017 0:00,2010-2019,1698.700000000000000,L,Nordique, , ,QC-2017-68, , ,5/18/2018 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328437,QC,2017-154, ,51.38,-78.50,2017,7,17,7/17/2017 0:00,,7/19/2017 0:00,2010-2019,0.5,H,Nordique, , ,QC-2017-154, , ,5/18/2018 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328445,QC,20181080241, ,51.39,-78.55,2018,6,13,6/13/2018 0:00,,6/17/2018 0:00,2010-2019,0.6,H,Nordique, , ,QC-2018-20181080241, , ,5/1/2019 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328446,QC,20181080406, ,51.56,-79.42,2018,7,7,7/7/2018 0:00,7/26/2018 0:00,7/26/2018 0:00,2010-2019,1184.800000000000000,L,Nordique, , ,QC-2018-20181080406, , ,5/1/2019 0:00,QC,15,15,Hudson Plain,Plaines hudsonniennes
328447,QC,20191080061, ,48.36,-64.82,2019,6,5,6/5/2019 0:00,,6/6/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080061, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328448,QC,20191080071, ,48.68,-65.22,2019,6,8,6/8/2019 0:00,,6/9/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080071, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328449,QC,20191080086, ,48.34,-64.75,2019,6,7,6/7/2019 0:00,,6/7/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080086, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328450,QC,20191080099, ,48.84,-64.57,2019,6,23,6/23/2019 0:00,,6/23/2019 0:00,2010-2019,0.2,H,Intensive, , ,QC-2019-20191080099, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328451,QC,20191080265, ,49.13,-65.24,2019,7,28,7/28/2019 0:00,,8/11/2019 0:00,2010-2019,0,L,Intensive, , ,QC-2019-20191080265, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328452,QC,20181080033, ,48.13,-66.12,2018,5,11,5/11/2018 0:00,,5/11/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080033, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328453,QC,20181080068, ,49.19,-65.72,2018,5,14,5/14/2018 0:00,,5/14/2018 0:00,2010-2019,0.3,H,Intensive, , ,QC-2018-20181080068, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328454,QC,20181080149, ,49.05,-66.62,2018,5,22,5/22/2018 0:00,,5/23/2018 0:00,2010-2019,0.1,H,Intensive, , ,QC-2018-20181080149, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328455,QC,20181080264, ,48.16,-67.13,2018,6,26,6/26/2018 0:00,,6/26/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080264, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328456,QC,20181080386, ,48.48,-67.16,2018,7,7,7/7/2018 0:00,,7/7/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080386, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328457,QC,20181080437, ,48.33,-66.77,2018,7,12,7/12/2018 0:00,,7/12/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080437, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328458,QC,20181080564, ,48.98,-66.57,2018,9,9,9/9/2018 0:00,,9/10/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080564, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328459,QC,20181080571, ,48.69,-64.40,2018,9,14,9/14/2018 0:00,,9/17/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080571, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328460,QC,20181080582, ,48.44,-64.37,2018,10,23,10/23/2018 0:00,,10/25/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080582, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328461,QC,20181080584, ,48.94,-66.83,2018,10,8,10/8/2018 0:00,,10/14/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080584, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328462,QC,20181080591, ,48.84,-64.68,2018,10,25,10/25/2018 0:00,,10/31/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080591, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328463,QC,2017-30, ,48.35,-64.66,2017,5,13,5/13/2017 0:00,,5/13/2017 0:00,2010-2019,0.2,H,Intensive, , ,QC-2017-30, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328464,QC,2017-57, ,48.55,-66.91,2017,6,1,6/1/2017 0:00,,6/1/2017 0:00,2010-2019,0,L,Intensive, , ,QC-2017-57, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328465,QC,2017-158, ,48.95,-66.66,2017,7,18,7/18/2017 0:00,,7/19/2017 0:00,2010-2019,0.1,H,Intensive, , ,QC-2017-158, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328466,QC,2017-167, ,48.95,-66.66,2017,7,21,7/21/2017 0:00,,7/22/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-167, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328467,QC,2017-191, ,48.64,-64.83,2017,7,26,7/26/2017 0:00,,7/27/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-191, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328468,QC,2017-193, ,48.51,-64.82,2017,7,26,7/26/2017 0:00,,7/27/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-193, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328469,QC,2017-205, ,48.95,-66.66,2017,7,30,7/30/2017 0:00,,7/30/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-205, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328470,QC,2017-221, ,48.10,-67.45,2017,8,1,8/1/2017 0:00,,8/3/2017 0:00,2010-2019,0.1,L,Intensive, , ,QC-2017-221, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328471,QC,2017-223, ,49.14,-64.90,2017,8,1,8/1/2017 0:00,,8/3/2017 0:00,2010-2019,0.2,L,Intensive, , ,QC-2017-223, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328472,QC,2017-272, ,48.10,-67.20,2017,8,15,8/15/2017 0:00,,8/30/2017 0:00,2010-2019,0.1,L,Intensive, , ,QC-2017-272, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328512,QC,20191080079, ,48.60,-68.17,2019,6,8,6/8/2019 0:00,,6/8/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080079, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328513,QC,20191080122, ,48.24,-68.10,2019,7,4,7/4/2019 0:00,,7/4/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080122, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328514,QC,20191080176, ,47.58,-69.78,2019,7,26,7/26/2019 0:00,,7/26/2019 0:00,2010-2019,0.1,H,Intensive, , ,QC-2019-20191080176, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328515,QC,20191080252, ,48.10,-69.08,2019,8,4,8/4/2019 0:00,,8/4/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080252, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328516,QC,20191080260, ,48.53,-67.93,2019,8,7,8/7/2019 0:00,,8/7/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080260, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328517,QC,20191080301, ,48.59,-67.75,2019,8,25,8/25/2019 0:00,,8/25/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080301, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328518,QC,20191080356, ,48.43,-68.23,2019,10,22,10/22/2019 0:00,,10/22/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080356, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328519,QC,20181080030, ,47.68,-68.69,2018,5,10,5/10/2018 0:00,,5/11/2018 0:00,2010-2019,1.900000000000000,H,Intensive, , ,QC-2018-20181080030, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328520,QC,20181080047, ,48.48,-68.31,2018,5,12,5/12/2018 0:00,,5/12/2018 0:00,2010-2019,0.1,H,Intensive, , ,QC-2018-20181080047, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328521,QC,20181080054, ,47.45,-69.16,2018,5,13,5/13/2018 0:00,,5/13/2018 0:00,2010-2019,0.5,H,Intensive, , ,QC-2018-20181080054, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328522,QC,20181080133, ,47.48,-69.05,2018,5,19,5/19/2018 0:00,,5/20/2018 0:00,2010-2019,2.400000000000000,H,Intensive, , ,QC-2018-20181080133, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328523,QC,20181080136, ,47.73,-68.81,2018,5,21,5/21/2018 0:00,,5/21/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080136, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328524,QC,20181080222, ,47.80,-68.64,2018,6,12,6/12/2018 0:00,,6/12/2018 0:00,2010-2019,0.1,H,Intensive, , ,QC-2018-20181080222, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328525,QC,20181080224, ,47.74,-69.43,2018,6,12,6/12/2018 0:00,,6/13/2018 0:00,2010-2019,1.500000000000000,H,Intensive, , ,QC-2018-20181080224, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328526,QC,20181080230, ,48.66,-67.78,2018,6,12,6/12/2018 0:00,,6/13/2018 0:00,2010-2019,0.1,H,Intensive, , ,QC-2018-20181080230, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328527,QC,20181080253, ,48.55,-67.52,2018,6,18,6/18/2018 0:00,,6/19/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080253, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328528,QC,20181080276, ,48.55,-67.60,2018,6,28,6/28/2018 0:00,,6/28/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080276, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328529,QC,20181080322, ,48.50,-68.07,2018,7,2,7/2/2018 0:00,,7/2/2018 0:00,2010-2019,0.1,H,Intensive, , ,QC-2018-20181080322, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328530,QC,20181080323, ,48.55,-67.87,2018,7,2,7/2/2018 0:00,,7/2/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080323, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328531,QC,20181080462, ,48.23,-68.46,2018,7,15,7/15/2018 0:00,,7/16/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080462, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328532,QC,20181080512, ,48.43,-68.20,2018,7,28,7/28/2018 0:00,,7/28/2018 0:00,2010-2019,0,L,Intensive, , ,QC-2018-20181080512, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328533,QC,20181080538, ,48.27,-68.51,2018,8,12,8/12/2018 0:00,,8/15/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080538, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328534,QC,20181080558, ,48.86,-67.18,2018,8,22,8/22/2018 0:00,,8/22/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080558, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328535,QC,20181080583, ,48.27,-68.49,2018,10,3,10/3/2018 0:00,,10/3/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080583, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328536,QC,2017-103, ,48.54,-67.52,2017,6,12,6/12/2017 0:00,,6/12/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-103, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328537,QC,2017-146, ,48.42,-67.99,2017,7,14,7/14/2017 0:00,,7/14/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-146, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328538,QC,2017-169, ,48.25,-68.53,2017,7,22,7/22/2017 0:00,,7/22/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-169, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328539,QC,2017-202, ,48.91,-67.13,2017,7,30,7/30/2017 0:00,,7/31/2017 0:00,2010-2019,0.1,H,Intensive, , ,QC-2017-202, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328540,QC,2017-234, ,47.77,-68.93,2017,8,2,8/2/2017 0:00,,8/3/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-234, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328541,QC,2017-313, ,48.37,-68.29,2017,10,30,10/30/2017 0:00,,10/30/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-313, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328542,QC,2017-314, ,48.29,-68.61,2017,10,31,10/31/2017 0:00,,10/31/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-314, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328543,QC,2017-315, ,48.28,-68.43,2017,11,1,11/1/2017 0:00,,11/1/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-315, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328544,QC,2017-317, ,48.34,-68.30,2017,11,10,11/10/2017 0:00,,11/10/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-317, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328572,QC,20191080210, ,48.97,-64.74,2019,7,29,7/29/2019 0:00,,8/2/2019 0:00,2010-2019,4.600000000000000,H,Intensive, , ,QC-2019-20191080210, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328573,QC,20191080213, ,48.73,-64.91,2019,7,28,7/28/2019 0:00,,8/1/2019 0:00,2010-2019,0.3,L,Intensive, , ,QC-2019-20191080213, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328574,QC,20181080106, ,48.82,-64.81,2018,5,13,5/13/2018 0:00,,5/13/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080106, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328575,QC,20181080244, ,48.83,-64.90,2018,6,16,6/16/2018 0:00,,6/22/2018 0:00,2010-2019,13.400000000000000,H,Intensive, , ,QC-2018-20181080244, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328576,QC,20181080466, ,48.82,-65.60,2018,7,17,7/17/2018 0:00,,7/20/2018 0:00,2010-2019,2.400000000000000,H,Intensive, , ,QC-2018-20181080466, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328577,QC,20181080563, ,48.75,-64.84,2018,9,7,9/7/2018 0:00,,9/7/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080563, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328586,QC,20181080207, ,48.50,-67.48,2018,6,3,6/3/2018 0:00,,6/4/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080207, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328587,QC,20181080491, ,48.50,-67.46,2018,7,21,7/21/2018 0:00,,7/21/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080491, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328588,QC,2017-142, ,48.45,-67.62,2017,7,10,7/10/2017 0:00,,7/10/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-142, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328589,QC,2017-224, ,48.15,-67.52,2017,8,1,8/1/2017 0:00,,8/6/2017 0:00,2010-2019,0.9,L,Intensive, , ,QC-2017-224, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328590,QC,2017-301, ,48.41,-67.13,2017,10,23,10/23/2017 0:00,,10/23/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-301, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328596,QC,20191080026, ,48.01,-66.74,2019,5,9,5/9/2019 0:00,,5/9/2019 0:00,2010-2019,0.4,H,Intensive, , ,QC-2019-20191080026, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328597,QC,20191080027, ,48.01,-66.74,2019,5,9,5/9/2019 0:00,,5/9/2019 0:00,2010-2019,0.1,H,Intensive, , ,QC-2019-20191080027, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328598,QC,20191080028, ,48.02,-66.74,2019,5,9,5/9/2019 0:00,,5/9/2019 0:00,2010-2019,0.1,H,Intensive, , ,QC-2019-20191080028, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328599,QC,20191080030, ,48.01,-66.74,2019,5,9,5/9/2019 0:00,,5/9/2019 0:00,2010-2019,0.1,H,Intensive, , ,QC-2019-20191080030, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328600,QC,20191080031, ,48.01,-66.74,2019,5,9,5/9/2019 0:00,,5/9/2019 0:00,2010-2019,0.3,H,Intensive, , ,QC-2019-20191080031, , ,6/15/2020 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328601,QC,20181080496, ,48.07,-65.44,2018,7,22,7/22/2018 0:00,,7/22/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080496, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328602,QC,2017-117, ,48.14,-65.37,2017,6,15,6/15/2017 0:00,,6/16/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-117, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328603,QC,2017-155, ,48.06,-66.55,2017,7,17,7/17/2017 0:00,,7/17/2017 0:00,2010-2019,0.1,H,Intensive, , ,QC-2017-155, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328604,QC,2017-251, ,48.10,-65.46,2017,8,5,8/5/2017 0:00,,8/5/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-251, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328605,QC,2017-262, ,48.06,-66.53,2017,8,13,8/13/2017 0:00,,8/16/2017 0:00,2010-2019,0,H,Intensive, , ,QC-2017-262, , ,5/18/2018 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328614,QC,20181080179, ,47.39,-68.88,2018,5,26,5/26/2018 0:00,,5/26/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080179, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328615,QC,20181080234, ,47.51,-68.53,2018,6,12,6/12/2018 0:00,,6/13/2018 0:00,2010-2019,0,H,Intensive, , ,QC-2018-20181080234, , ,5/1/2019 0:00,QC,7,7,Atlantic Maritime,Maritime de l'Atlantique
328620,QC,20191080001, ,45.58,-72.54,2019,4,22,4/22/2019 0:00,,4/22/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080001, , ,6/15/2020 0:00,QC,8,8,MixedWood Plain,Plaines d forits mixtes
328621,QC,20191080005, ,46.01,-71.98,2019,5,1,5/1/2019 0:00,,5/1/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080005, , ,6/15/2020 0:00,QC,8,8,MixedWood Plain,Plaines d forits mixtes
328622,QC,20191080058, ,46.53,-72.76,2019,5,27,5/27/2019 0:00,,5/27/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080058, , ,6/15/2020 0:00,QC,8,8,MixedWood Plain,Plaines d forits mixtes
328623,QC,20191080085, ,46.48,-72.84,2019,6,9,6/9/2019 0:00,,6/9/2019 0:00,2010-2019,0.1,H,Intensive, , ,QC-2019-20191080085, , ,6/15/2020 0:00,QC,8,8,MixedWood Plain,Plaines d forits mixtes
328624,QC,20191080088, ,46.71,-72.16,2019,6,13,6/13/2019 0:00,,6/13/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080088, , ,6/15/2020 0:00,QC,8,8,MixedWood Plain,Plaines d forits mixtes
328625,QC,20191080092, ,45.28,-72.96,2019,6,20,6/20/2019 0:00,,6/20/2019 0:00,2010-2019,0,H,Intensive, , ,QC-2019-20191080092, , ,6/15/2020 0:00,QC,8,8,MixedWood Plain,Plaines d forits mixtes
